user_id,current_empathy,hitchhiker_count,datetime,category,typeof,payload
20251216131927,0,0,20251216131927,event,session_start,"session_started"
20251216131927,0,0,20251216131927,state,set_empathy,"0"
20251216131927,0,0,20251216131927,state,update_progress,"Hitchhiker 0"
20251216131927,0,0,20251216131930,state,update_empathy,"-5"
20251216131927,0,0,20251216131931,action,dialogue_skip,"typing_skip"
20251216131927,0,0,20251216131934,state,update_empathy,"-5"
20251216131927,0,0,20251216131934,state,update_empathy,"-5"
20251216131927,0,0,20251216131935,action,dialogue_skip,"typing_skip"
20251216131927,0,0,20251216131935,action,dialogue_choice,"{""alignment"":""unspecified"",""decision_ms"":352,""line_id"":""28"",""line_text"":""Back again? Thought you'd speed off."",""text"":""Yeah, I'm watching you. #alignment=negative""}"
20251216131927,0,0,20251216131936,action,dialogue_skip,"typing_skip"
20251216131927,0,0,20251216131936,action,dialogue_skip,"typing_skip"
